,Date,mkt_rtn,rf
0,2001-02-28,-0.064426857129367,-0.0122591943957969
1,2001-03-31,-0.0949316851764064,0.0851063829787235
2,2001-04-30,0.1034746716102634,0.0310457516339868
3,2001-05-31,0.0602743326103185,-0.0729001584786054
4,2001-06-30,-0.0278194736814293,-0.0205128205128203
5,2001-07-31,-0.0900307775616089,-0.068062827225131
6,2001-08-31,0.0065737192112258,-0.0449438202247191
7,2001-09-30,-0.1200308092569298,-0.1627450980392156
8,2001-10-31,0.1211849686674402,0.063231850117096
9,2001-11-30,0.1972444126576253,0.143171806167401
10,2001-12-31,0.0773579282570329,0.028901734104046
11,2002-01-31,0.0783768115329959,-0.0524344569288389
12,2002-02-28,0.0961407117061245,-0.0395256916996046
13,2002-03-31,0.0921840848738446,0.1049382716049383
14,2002-04-30,-0.0594474968382797,-0.0055865921787709
15,2002-05-31,-0.0545385485394828,0.0074906367041198
16,2002-06-30,-0.0674033802930024,0.0018587360594795
17,2002-07-31,-0.033296506683856,-0.0389610389610389
18,2002-08-31,0.0256410735944632,-0.0289575289575289
19,2002-09-30,-0.1221890800119153,0.0039761431411529
20,2002-10-31,0.0193372734916477,0.0079207920792079
21,2002-11-30,0.0999817983844562,-0.0078585461689587
22,2002-12-31,-0.1341749470721271,-0.0138613861386137
23,2003-01-31,-0.056871967390079,-0.0662650602409639
24,2003-02-28,-0.0277599315419539,-0.0172043010752688
25,2003-03-31,-0.0690439861919665,0.0065645514223193
26,2003-04-30,0.1188164307047048,-0.0326086956521738
27,2003-05-31,0.0568449298607398,-0.0539325842696629
28,2003-06-30,0.0576394978855656,0.0593824228028503
29,2003-07-31,0.0650665402833583,-0.0672645739910313
30,2003-08-31,0.0643989655708077,-0.0072115384615385
31,2003-09-30,-0.0815699811205452,-0.0193704600484261
32,2003-10-31,0.1216308685696605,0.0469135802469136
33,2003-11-30,0.0176645119676059,0.0825471698113207
34,2003-12-31,0.0182496790054254,0.0130718954248367
35,2004-01-31,0.0466134339074673,-0.0301075268817205
36,2004-02-29,0.0411549592341264,-0.0243902439024389
37,2004-03-31,-0.0033053167990804,-0.0522727272727273
38,2004-04-30,-0.0200567554168441,-0.0239808153477217
39,2004-05-31,-0.0683788398354899,-0.0098280098280097
40,2004-06-30,-0.0224547773500838,0.0272952853598014
41,2004-07-31,-0.0642028437401621,-0.0362318840579708
42,2004-08-31,0.0927869801410397,-0.1228070175438597
43,2004-09-30,0.0392249825702273,-0.0028571428571427
44,2004-10-31,-0.0002993689206676,-0.0229226361031519
45,2004-11-30,0.0517703623602219,-0.0351906158357772
46,2004-12-31,0.0203402790256035,0.006079027355623
47,2005-01-31,0.0410528060523942,0.1359516616314198
48,2005-02-28,0.0843357693953488,0.0079787234042554
49,2005-03-31,-0.0451668973831332,-0.0026385224274406
50,2005-04-30,-0.0563126556367106,-0.0370370370370369
51,2005-05-31,0.0646439536582883,-0.0192307692307692
52,2005-06-30,0.03911519187847,0.0672268907563025
53,2005-07-31,0.1022953387013549,-0.005249343832021
54,2005-08-31,-0.0251600230587867,0.0343007915567281
55,2005-09-30,0.1270896765490967,0.1198979591836733
56,2005-10-31,-0.0515147491920531,0.0182232346241457
57,2005-11-30,0.1203080517541619,0.0335570469798658
58,2005-12-31,0.0631474730322672,0.0173160173160173
59,2006-01-31,0.0148328302122895,-0.0212765957446809
60,2006-02-28,-0.0201738719136767,-0.0086956521739131
61,2006-03-31,-0.0087416724627349,0.0
62,2006-04-30,0.0442262473981722,0.0087719298245614
63,2006-05-31,-0.0718657989198677,-0.0108695652173912
64,2006-06-30,-0.0171130967545062,0.0593406593406593
65,2006-07-31,0.0020614769136169,-0.0062240663900415
66,2006-08-31,0.042317152007371,-0.0083507306889353
67,2006-09-30,0.0138016500436848,-0.0294736842105262
68,2006-10-31,-0.0050021402648302,0.0130151843817787
69,2006-11-30,0.0495840457940559,0.032119914346895
70,2006-12-31,0.0015709987092444,0.0269709543568463
71,2007-01-31,-0.0517476837905162,0.014141414141414
72,2007-02-28,0.041985536395751,-0.0159362549800795
73,2007-03-31,0.0248423694081285,-0.01417004048583
74,2007-04-30,0.061746541180188,0.0431211498973305
75,2007-05-31,0.1028828489405202,0.0019685039370078
76,2007-06-30,0.0250982947648013,0.019646365422397
77,2007-07-31,0.1087807103699767,0.0115606936416183
78,2007-08-31,-0.0310510320288472,0.0266666666666666
79,2007-09-30,0.0390980283445749,0.0037105751391466
80,2007-10-31,0.0608123989844449,-0.0166358595194084
81,2007-11-30,-0.0769305712974303,0.0300751879699248
82,2007-12-31,-0.0046537225168874,0.0346715328467153
83,2008-01-31,-0.1436116399354005,-0.1075837742504409
84,2008-02-29,0.0535120383903711,-0.025691699604743
85,2008-03-31,-0.0044577680236144,0.0365111561866127
86,2008-04-30,0.0712914871360488,-0.0313111545988258
87,2008-05-31,0.0145442265576676,0.0242424242424241
88,2008-06-30,-0.095625303030343,0.0552268244575935
89,2008-07-31,-0.0479127348735819,0.0093457943925234
90,2008-08-31,-0.0755203586899934,0.0074074074074073
91,2008-09-30,-0.0177582563314286,0.0202205882352939
92,2008-10-31,-0.2313439957216467,-0.117117117117117
93,2008-11-30,-0.0332328089747655,-0.0040816326530612
94,2008-12-31,0.0449785114629164,-0.3319672131147541
95,2009-01-31,0.0334735614370398,-0.2239263803680982
96,2009-02-28,-0.0852586737086797,0.0039525691699606
97,2009-03-31,0.1347374735627058,0.062992125984252
98,2009-04-30,0.1352112929762361,-0.0629629629629631
99,2009-05-31,0.0193740357398159,-0.0276679841897232
100,2009-06-30,-0.0041694319024416,0.1991869918699187
101,2009-07-31,0.120296171584638,-0.0576271186440678
102,2009-08-31,0.0221923570154232,0.2302158273381296
103,2009-09-30,0.0510663946409764,0.0350877192982457
104,2009-10-31,-0.0552554313642502,-0.0084745762711865
105,2009-11-30,-0.0158727940015809,-0.111111111111111
106,2009-12-31,0.0817498366811251,0.1153846153846154
107,2010-01-31,-0.0477426890708998,-0.0747126436781608
108,2010-02-28,-0.0048988707108124,-0.0465838509316771
109,2010-03-31,0.0616275271478954,-0.1205211726384364
110,2010-04-30,0.0287740105208984,-0.0185185185185186
111,2010-05-31,-0.057597817599668,0.0377358490566037
112,2010-06-30,0.0347540222772277,0.1236363636363635
113,2010-07-31,0.0359419861084995,0.0097087378640776
114,2010-08-31,-0.0094240173638993,0.0032051282051281
115,2010-09-30,0.0746292116446707,-0.0926517571884983
116,2010-10-31,0.0054142664022953,-0.0211267605633802
117,2010-11-30,0.0115138767748153,0.0071942446043165
118,2010-12-31,0.0768495690721795,0.0321428571428572
119,2011-01-31,0.0091321211451731,0.1522491349480967
120,2011-02-28,-0.0630178491259451,0.0210210210210208
121,2011-03-31,0.0863197535857878,0.0058823529411764
122,2011-04-30,0.0406608241493291,0.0175438596491228
123,2011-05-31,-0.0227563603943782,-0.0201149425287355
124,2011-06-30,-0.0195008704290793,0.0439882697947213
125,2011-07-31,0.0154806375230607,0.0337078651685394
126,2011-08-31,-0.1186474750355588,-0.0597826086956522
127,2011-09-30,-0.0587518612198876,0.0086705202312138
128,2011-10-31,0.0787613386601464,0.0057306590257877
129,2011-11-30,-0.0322257997973498,-0.034188034188034
130,2011-12-31,-0.0117834379333142,0.0029498525073745
131,2012-01-31,0.0712314182324669,-0.0029411764705882
132,2012-02-29,0.0380715513681582,0.0117994100294984
133,2012-03-31,-0.007984219154045,0.0116618075801748
134,2012-04-30,-0.0159133126484634,-0.0115273775216138
135,2012-05-31,-0.0698893638281541,-0.0349854227405248
136,2012-06-30,0.0057174997314872,0.0
137,2012-07-31,0.0150916016210111,-0.1419939577039275
138,2012-08-31,0.0122901848590235,-0.0105633802816901
139,2012-09-30,0.0478132432884939,0.0106761565836297
140,2012-10-31,-0.0421548354083103,-0.0246478873239436
141,2012-11-30,0.0108992213537684,0.0252707581227435
142,2012-12-31,0.033188485490091,-0.0211267605633802
143,2013-01-31,-0.0175809852349357,-0.0107913669064747
144,2013-02-28,0.0329011339571678,-0.0436363636363636
145,2013-03-31,-0.0106588118816414,-0.0304182509505703
146,2013-04-30,-0.0204201044333802,0.0039215686274509
147,2013-05-31,0.0188905514797423,0.0390625
148,2013-06-30,-0.068828914409073,0.0037593984962405
149,2013-07-31,0.0272149091243323,0.0074906367041198
150,2013-08-31,0.0064418822411145,-0.0148698884758364
151,2013-09-30,0.0366494196945503,-0.0037735849056602
152,2013-10-31,0.0165902198996814,0.0060606060606061
153,2013-11-30,0.0072804799519821,0.0248493975903614
154,2013-12-31,-0.0163971447460909,-0.0187362233651727
155,2014-01-31,-0.0348971047157726,-0.0067390490453013
156,2014-02-28,0.0200087398355706,-0.0033923859781379
157,2014-03-31,0.0028383957216482,0.0052950075642963
158,2014-04-30,-0.0119962865138618,-0.0007524454477049
159,2014-05-31,0.0169079877125133,-0.006777108433735
160,2014-06-30,0.0036341581495165,-0.0223654283548141
161,2014-07-31,0.0369142885571265,-0.0604885614579294
162,2014-08-31,-0.0036510787898287,-0.0264135369376805
163,2014-09-30,-0.023422352155265,-0.0644340822382365
164,2014-10-31,-0.0275531847844077,-0.0602628001812415
165,2014-11-30,0.0083230123439881,-0.0318225650916103
166,2014-12-31,-0.0329113089350477,0.0303784860557767
167,2015-01-31,0.0175768533695017,-0.0517158047365877
168,2015-02-28,0.0187455951896808,0.0178389398572884
169,2015-03-31,0.0278124580072112,-0.1377065598397596
170,2015-04-30,0.0422041279852212,0.0197444831591173
171,2015-05-31,-0.0058151786181573,-0.0392938496583142
172,2015-06-30,-0.019198078645188,-0.0456431535269709
173,2015-07-31,-0.0212322428063437,-0.0055900621118013
174,2015-08-31,-0.0436763813948001,-0.0043722673329168
175,2015-09-30,0.0109812919286806,-0.0451693851944793
176,2015-10-31,0.0339614685677396,0.0335085413929039
177,2015-11-30,-0.0184777309057733,0.0578512396694215
178,2015-12-31,-0.0153917541731578,-0.0210336538461537
179,2016-01-31,-0.0251107670529727,-0.0484960098219766
180,2016-02-29,0.0024057694031434,-0.0561290322580645
181,2016-03-31,0.0413166341417154,0.0150375939849625
182,2016-04-30,-0.0008517429629829,0.0006734006734006
183,2016-05-31,-0.0053907679303911,0.0168236877523553
184,2016-06-30,-0.006579635306791,-0.1455989410986101
185,2016-07-31,0.023264885115996,-0.029434546862897
186,2016-08-31,0.0091559245628103,0.0526735833998404
187,2016-09-30,0.0044135258452302,-0.0106141015921152
188,2016-10-31,-0.0173417220298616,0.0873563218390804
189,2016-11-30,-0.0123045935187767,0.1247357293868922
190,2016-12-31,0.0216689761893098,-0.018796992481203
191,2017-01-31,0.0202866615745302,-0.0459770114942529
192,2017-02-28,0.0116416002471197,-0.0214190093708166
193,2017-03-31,0.0327924936476908,0.0034199726402188
194,2017-04-30,0.020928309182937,0.0020449897750509
195,2017-05-31,0.064359014608099,-0.0034013605442175
196,2017-06-30,0.0189190324817771,0.0054607508532422
197,2017-07-31,0.0045655854806052,-0.0210454854039375
198,2017-08-31,-0.0164481024234111,0.0187239944521497
199,2017-09-30,0.0132363585121986,0.0408441116405717
200,2017-10-31,0.0538574141732215,0.1621975147155003
201,2017-11-30,-0.0186491464902807,0.0118176702307259
202,2017-12-31,-0.0035859449649676,0.0422691879866519
203,2018-01-31,0.0401095733295049,-0.0080042689434365
204,2018-02-28,-0.0541991130322615,-0.0080688542227003
205,2018-03-31,0.0076173247545101,0.0184381778741864
206,2018-04-30,0.028427655980584,-0.002129925452609
207,2018-05-31,-0.0367220369686642,-0.0133404482390608
208,2018-06-30,-0.0399833787572739,-0.0027041644131963
209,2018-07-31,-0.0132709154699266,0.0195227765726679
210,2018-08-31,0.0120334397538235,-0.0595744680851063
211,2018-09-30,0.0086918767071284,0.0441176470588235
212,2018-10-31,-0.1337476549186405,-0.0065005417118093
213,2018-11-30,0.0330938064210373,-0.0021810250817884
214,2018-12-31,-0.0266207879876195,-0.0448087431693989
215,2019-01-31,0.0802581308836019,0.0034324942791761
216,2019-02-28,-0.0042679347044967,0.0125427594070695
217,2019-03-31,-0.0249471727731107,-0.0304054054054054
218,2019-04-30,0.0293927454077149,0.0029036004645761
219,2019-05-31,-0.0734483688893247,-0.0584829183555298
220,2019-06-30,0.0435315600312664,-0.0455104551045509
221,2019-07-31,-0.0497836604018324,-0.0914948453608248
222,2019-08-31,-0.0280358639681342,-0.204255319148936
223,2019-09-30,0.0484096412089822,0.1363636363636362
224,2019-10-31,0.0099027804256275,0.0658823529411765
225,2019-11-30,0.0021502392683139,0.0044150110375276
226,2019-12-31,0.0525440923149886,-0.021978021978022
227,2020-01-31,-0.0357924141957879,-0.0531835205992509
228,2020-02-29,-0.062293240424381,-0.1194620253164556
229,2020-03-31,-0.1169445518518532,-0.1114106019766397
230,2020-04-30,0.1099485035874816,-0.1183013144590495
231,2020-05-31,0.0421244606194199,-0.2064220183486239
232,2020-06-30,0.0387909457460124,0.0346820809248555
233,2020-07-31,0.0668965645018597,-0.0810055865921787
234,2020-08-31,0.0341428047348324,0.0972644376899696
235,2020-09-30,0.0007394002849707,-0.0747922437673129
236,2020-10-31,-0.0260922951845913,0.0179640718562874
237,2020-11-30,0.1429945965247958,0.052941176470588
238,2020-12-31,0.1088741242922524,0.0349162011173185
239,2021-01-31,0.0357546768478096,-0.0958164642375167
240,2021-02-28,0.0123445559004855,0.0044776119402984
241,2021-03-31,0.016087214022348,0.0252600297176819
242,2021-04-30,0.0282353247031637,-0.0695652173913042
243,2021-05-31,0.0178088646064511,-0.0140186915887851
244,2021-06-30,0.0289520375126417,0.5086887835703
245,2021-07-31,-0.0286226947225328,-0.0198952879581151
246,2021-08-31,-0.000952449712401,0.1367521367521367
247,2021-09-30,-0.0407749112689738,0.0300751879699248
248,2021-10-31,-0.0319797624274585,0.2864963503649633
249,2021-11-30,-0.0443231599852234,-0.0836879432624112
250,2021-12-31,0.0488338864960784,0.0448916408668731
251,2022-01-31,-0.1055563362924995,0.0837037037037036
252,2022-02-28,0.0134567282311983,0.0273410799726587
253,2022-03-31,0.0216621241206345,0.2075848303393215
254,2022-04-30,-0.0227004354187313,0.0853994490358127
255,2022-05-31,-0.0033951675548117,0.097969543147208
256,2022-06-30,-0.1315238924046893,0.3781784558483587
257,2022-07-31,0.0509551893543698,-0.02650117410265
258,2022-08-31,0.0083826428016011,0.1261199172984146
259,2022-09-30,-0.128055683477693,0.0348837209302326
260,2022-10-31,0.0640782920882325,0.1185688941454758
261,2022-11-30,0.0780079932923361,-0.0153317472905101
262,2022-12-31,-0.0955014192568873,0.0128859060402684
263,2023-01-31,0.0843678161421457,-0.0752716671084018
264,2023-02-28,-0.005043124381363,0.0607623961020349
265,2023-03-31,0.026528796723759,-0.1153742231829235
266,2023-04-30,0.0099601595589016,0.0021380574221137
267,2023-05-31,0.0302175416666381,0.0789393477598292
268,2023-06-30,-0.0049823397074086,0.006497175141243
269,2023-07-31,0.0266351755844906,-0.0112264945270839
270,2023-08-31,-0.0289867948283267,-0.0065285268237298
271,2023-09-30,-0.0356769631044683,0.046
272,2023-10-31,-0.0758923977562677,0.0215788036055724
273,2023-11-30,0.1129504738524562,-0.0232620320855615
274,2023-12-31,0.0473279145129861,-0.0599507254311524
